P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,S_NAME,S_TYPE,S_MAG,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,HABITABILITY
KIC 5095269 b,Eclipse Timing Variations,Kepler,2017,2445.0662,Mass,12.6,237.68977,0.8,0.0603,105.83,29.03,KIC 5095269,F7 V,13.595,1188.54,6305.24,1.21,1.17,-0.36,,0.668,4.32,13.930286,194.05287,15.401022,1.2223033,0.095067676,0.80145444,0.75176,0.84824,0.80036404,7.2880448,418.26924,,Jovian,F,4.6558609,5.8259099,5.3480481,0.49160118,0,0,Hot,0,0.19280828,0
KIC 5951458 b,Transit,Kepler,2015,35.4,M-R relationship,6.6,1320.1,2.3387807,,89.799,,KIC 5951458,,12.836,742.688,6258.0,0.98,1.52,-0.5,,0.556,4.08,2.3159526,5.3636364,0.81267218,0.12313215,0.077333408,2.3387807,2.3387807,2.3387807,2.3387807,0.65768963,229.4061,,Neptunian,F,3.5974934,5.121106,4.5965176,0.45824016,1,1,Warm,0,0.45890025,0
KMT-2016-BLG-1107L b,Microlensing,KMTNet,2019,1043.0,Mass,13.1,,0.342,,,,KMT-2016-BLG-1107L,,,6651.0,,0.09,,,,,,8.9229099,79.618321,6.0777344,0.46394919,0.07741503,0.342,0.342,0.342,0.342,,,,Jovian,,,,,0.20674354,0,0,,0,,0
Kepler-1136 b,Transit,Kepler,2016,3.33,M-R relationship,1.64,2.3617243,0.0299,0.0,89.97,,Kepler-1136,,16.037,491.406,4512.0,0.72,0.68,0.03,3.24,-0.853,4.63,1.4249519,2.0304878,1.2381023,0.75494044,0.00049830321,0.0299,0.0299,0.0299,0.0299,156.91253,901.60044,1018.216,Superterran,K,0.14028137,1.0112622,0.20657405,0.39002565,0,0,Hot,0,0.28111218,0
Kepler-1261 b,Transit,Kepler,2016,5.73,M-R relationship,2.26,48.430899,0.239,0.0,89.11,,Kepler-1261,,15.817,744.294,5006.0,0.82,0.77,0.03,4.47,-0.523,4.58,1.5922934,2.5353982,1.1218576,0.49639718,0.0045704968,0.239,0.239,0.239,0.239,5.2505427,385.61219,435.48838,Superterran,K,0.29991625,1.4786445,0.5040634,0.42974818,0,0,Hot,0,0.44690761,0
Kepler-1271 b,Transit,Kepler,2016,2.79,M-R relationship,1.48,3.0255955,0.0418,0.0,79.13,,Kepler-1271,,14.075,831.991,6143.0,1.13,1.23,-0.01,3.63,0.219,4.31,1.3730022,1.8851351,1.27374,0.86063511,0.00056511493,0.0418,0.0418,0.0418,0.0418,947.64884,1413.3885,1596.2003,Terran,F,1.65577,3.4742716,3.9558774,0.46192212,0,0,Hot,0,0.28123409,0
Kepler-1163 b,Transit,Kepler,2016,1.08,M-R relationship,1.03,6.117869,0.0685,0.0,88.22,,Kepler-1163,,12.208,478.647,6302.0,1.22,1.35,0.02,2.88,0.396,4.26,1.0239842,1.0485437,1.0180036,0.98835299,0.00065790592,0.0685,0.0685,0.0685,0.0685,530.41874,1222.5156,1380.6393,Terran,F,2.4888573,4.2595504,5.3329728,0.45594263,0,0,Hot,0,0.29547693,0
Kepler-1164 b,Transit,Kepler,2016,1.46,M-R relationship,1.12,3.9759977,0.0457,0.0,88.57,,Kepler-1164,,14.321,431.622,5183.0,0.85,0.79,-0.03,3.63,-0.399,4.57,1.1417405,1.3035714,1.1639031,1.0391992,0.00054745206,0.0457,0.0457,0.0457,0.0457,191.05904,947.09078,1069.5902,Terran,K,0.3990249,1.7055473,0.69143241,0.42009636,0,0,Hot,0,0.2991129,0
Kepler-1237 b,Transit,Kepler,2016,8.55,M-R relationship,2.86,84.573323,0.3778,0.0,89.99,,Kepler-1237,,16.012,1064.31,5472.0,0.94,0.9,0.12,4.57,-0.258,4.5,1.7290201,2.9895105,1.0452834,0.3654837,0.0078884793,0.3778,0.3778,0.3778,0.3778,3.8679076,357.24712,,Neptunian,G,0.55207744,2.0061517,1.1747555,0.45142626,0,0,Hot,0,0.46181463,0
Kepler-1215 b,Transit,Kepler,2016,1.98,M-R relationship,1.22,4.7670396,0.0528,0.0,89.76,,Kepler-1215,,14.539,661.022,5616.0,0.95,0.93,0.01,4.79,-0.182,4.48,1.2739509,1.6229508,1.3302876,1.0903996,0.00067463111,0.0528,0.0528,0.0528,0.0528,235.90229,998.34983,1127.4793,Terran,G,0.65765784,2.1895949,1.5098033,0.45658533,0,0,Hot,0,0.29536986,0
Kepler-1145 b,Transit,Kepler,2016,2.54,M-R relationship,1.4,3.9707677,0.0443,0.0,86.0,,Kepler-1145,,15.471,691.961,5064.0,0.79,0.75,-0.13,4.79,-0.498,4.59,1.3469542,1.8142857,1.2959184,0.92565598,0.00065402023,0.0443,0.0443,0.0443,0.0443,161.87976,908.65254,1026.1803,Terran,K,0.31768741,1.5218217,0.55000219,0.42936152,0,0,Hot,0,0.29170256,0
Kepler-115 c,Transit,Kepler,2014,7.27,M-R relationship,2.6,8.990889,0.087,0.0,85.95,,Kepler-115,,13.545,623.609,5979.0,1.07,1.21,-0.05,5.5,0.22,4.31,1.6721704,2.7961538,1.0754438,0.41363223,0.0016482435,0.087,0.087,0.087,0.087,219.26105,980.2573,,Neptunian,G,1.6595869,3.4782738,2.9307667,0.48612342,0,0,Hot,0,0.23206348,0
Kepler-1291 b,Transit,Kepler,2016,3.39,M-R relationship,1.66,8.6304328,0.0779,0.0,88.03,,Kepler-1291,,16.261,897.352,5216.0,0.84,0.8,-0.04,4.9,-0.467,4.56,1.4290447,2.0421687,1.2302221,0.74109765,0.0012405935,0.0779,0.0779,0.0779,0.0779,56.224433,697.55906,787.78334,Superterran,K,0.34119291,1.5771165,0.728884,0.43989661,0,0,Hot,0,0.29541326,0
Kepler-1168 b,Transit,Kepler,2016,6.8,M-R relationship,2.5,55.822654,0.2663,0.0,89.98,,Kepler-1168,,15.755,752.666,5157.0,0.87,0.82,0.13,4.27,-0.53,4.56,1.6492423,2.72,1.088,0.4352,0.0052863142,0.2663,0.2663,0.2663,0.2663,4.1615744,363.84309,410.90359,Superterran,K,0.29512092,1.4667759,0.66637308,0.43497994,0,0,Hot,0,0.47139058,0
Kepler-1170 b,Transit,Kepler,2016,6.39,M-R relationship,2.41,9.9896933,0.088,0.0,89.99,,Kepler-1170,,16.204,1050.45,5069.0,0.8,0.76,-0.09,4.9,-0.338,4.58,1.6283281,2.6514523,1.1001877,0.45650941,0.0017595632,0.088,0.088,0.088,0.088,59.297264,706.90064,798.33319,Superterran,K,0.45919801,1.8296321,0.55707796,0.43280026,0,0,Hot,0,0.25644909,0
Kepler-122 b,Transit,Kepler,2014,6.08,M-R relationship,2.34,5.766193,0.064,0.0,89.92,,Kepler-122,,14.403,1027.45,6050.0,1.08,1.22,-0.06,3.89,0.27,4.3,1.6119214,2.5982906,1.1103806,0.47452162,0.0011388289,0.064,0.064,0.064,0.064,454.61112,1176.2773,1328.4204,Superterran,F,1.8620871,3.6843745,3.3212555,0.46028239,0,0,Hot,0,0.2409877,0
Kepler-1160 b,Transit,Kepler,2016,5.22,M-R relationship,2.14,7.9703496,0.0755,0.0,89.74,,Kepler-1160,,16.006,1077.63,5519.0,0.92,0.89,0.01,4.57,-0.343,4.51,1.5618106,2.4392523,1.1398375,0.53263436,0.0013469757,0.0755,0.0755,0.0755,0.0755,79.635387,760.98524,859.41325,Superterran,G,0.45394162,1.8191301,1.26445,0.44820168,0,0,Hot,0,0.2641944,0
Kepler-1011 b,Transit,Kepler,2016,8.6,M-R relationship,2.87,5.753222,0.0633,0.0,85.36,,Kepler-1011,,15.294,736.779,5416.0,0.91,0.88,0.08,4.47,-0.376,4.52,1.7310447,2.9965157,1.0440821,0.36379168,0.0013386734,0.0633,0.0633,0.0633,0.0633,105.00079,815.45097,,Neptunian,G,0.42072663,1.751313,1.0555271,0.44492815,0,0,Hot,0,0.22666093,0
Kepler-1014 b,Transit,Kepler,2016,6.3,M-R relationship,2.39,16.571104,0.121,0.0,89.16,,Kepler-1014,,14.866,624.8,5388.0,0.88,0.84,-0.06,4.79,-0.337,4.54,1.6235711,2.6359833,1.1029219,0.46147358,0.0023326876,0.121,0.121,0.121,0.121,31.436143,603.19402,681.21286,Superterran,G,0.46025657,1.8317397,0.9947757,0.44508366,0,0,Hot,0,0.27591201,0
Kepler-1029 b,Transit,Kepler,2016,2.13,M-R relationship,1.26,4.4176965,0.047,0.0,78.17,,Kepler-1029,,14.434,366.656,5030.0,0.82,0.77,0.01,4.07,-0.62,4.58,1.3001831,1.6904762,1.3416478,1.0647998,0.00064625665,0.047,0.047,0.047,0.047,108.59361,822.3388,928.70245,Terran,K,0.23988329,1.3224028,0.52528137,0.42308587,0,0,Hot,0,0.30104732,0
Kepler-1031 b,Transit,Kepler,2016,0.59,M-R relationship,0.87,1.2262173,0.0218,0.0,89.93,,Kepler-1031,,13.877,682.882,6011.0,1.09,1.12,0.03,3.39,0.17,4.38,0.82350526,0.67816092,0.77949531,0.89597162,0.00017771207,0.0218,0.0218,0.0218,0.0218,3112.3398,1902.705,2148.8063,Terran,F,1.4791084,3.2837022,3.115573,0.45123241,0,0,Hot,0,0.29163977,0
Kepler-1155 b,Transit,Kepler,2016,4.78,M-R relationship,2.03,33.469743,0.2006,0.0,88.22,,Kepler-1155,,14.799,1128.72,5842.0,1.03,1.03,0.04,3.72,0.047,4.43,1.5344966,2.3546798,1.1599408,0.5713994,0.0033469282,0.2006,0.2006,0.2006,0.2006,27.690968,584.36507,659.94852,Superterran,G,1.1142945,2.8501241,2.2869021,0.44970502,0,0,Hot,0,0.29964379,0
Kepler-1208 b,Transit,Kepler,2016,5.99,M-R relationship,2.32,11.085076,0.0901,0.0,88.44,,Kepler-1208,,16.256,825.176,5001.0,0.8,0.76,-0.03,4.47,-0.553,4.59,1.6068281,2.5818966,1.1128864,0.47969243,0.0017631489,0.0901,0.0901,0.0901,0.0901,34.478663,617.28726,697.12896,Superterran,K,0.27989813,1.4284458,0.49565553,0.42622549,0,0,Hot,0,0.27594474,0
Kepler-1223 b,Transit,Kepler,2016,1.98,M-R relationship,1.22,16.301259,0.1186,0.0,86.86,,Kepler-1223,,14.911,459.957,4870.0,0.8,0.75,0.04,3.63,-0.541,4.6,1.2739509,1.6229508,1.3302876,1.0903996,0.0016047043,0.1186,0.1186,0.1186,0.1186,20.456467,541.76053,611.83339,Terran,K,0.28773984,1.4483175,0.39576602,0.41169217,0,0,Hot,0,0.3549864,0
Kepler-1224 b,Transit,Kepler,2016,2.33,M-R relationship,1.33,13.323516,0.1165,0.0,89.5,,Kepler-1224,,12.926,559.598,6155.0,1.18,1.22,0.14,2.34,0.293,4.34,1.3235859,1.7518797,1.3172028,0.99037803,0.0014619611,0.1165,0.1165,0.1165,0.1165,144.6599,883.45971,997.72891,Terran,F,1.9633603,3.7832389,4.0969823,0.43556685,0,0,Hot,0,0.29544816,0
Kepler-1402 b,Transit,Kepler,2016,0.363,M-R relationship,0.76,2.0338791,0.0322,0.0,87.24,,Kepler-1402,,14.78,1493.64,5416.0,0.9,0.87,0.03,4.57,0.448,4.53,0.69110895,0.47763158,0.6284626,0.82692448,0.00023797381,0.0322,0.0322,0.0322,0.0322,2705.7537,1837.2649,2074.902,Subterran,G,2.8054336,4.5223458,1.0516464,0.44493002,0,0,Hot,0,0.28686685,0
Kepler-1405 b,Transit,Kepler,2016,14.9,M-R relationship,3.96,28.227418,0.1778,0.0,89.96,,Kepler-1405,,16.028,1530.3,5925.0,1.05,1.07,0.03,3.63,0.022,4.4,1.939749,3.7626263,0.95015815,0.23993893,0.0043057551,0.1778,0.1778,0.1778,0.1778,33.276412,611.83432,,Neptunian,G,1.0519619,2.7692602,2.6543573,0.45075343,0,0,Hot,0,0.21169622,0
Kepler-1408 b,Transit,Kepler,2016,0.64,M-R relationship,0.89,2.9979319,0.0425,0.0,85.24,,Kepler-1408,,12.124,535.048,6170.0,1.21,1.35,0.0,2.57,0.579,4.25,0.8479983,0.71910112,0.80797879,0.90784134,0.00034379987,0.0425,0.0425,0.0425,0.0425,2100.0138,1724.4684,1947.5161,Terran,F,3.7931498,5.2585228,4.2392625,0.44614444,0,0,Hot,0,0.2923686,0
Kepler-1228 b,Transit,Kepler,2016,2.99,M-R relationship,1.54,0.57736958,0.0125,0.0,89.56,,Kepler-1228,,15.061,515.453,5063.0,0.78,0.74,-0.18,5.13,-0.555,4.59,1.3933982,1.9415584,1.2607522,0.81867028,0.00019568346,0.0125,0.0125,0.0125,0.0125,1783.1175,1655.3686,1869.4787,Terran,K,0.27861212,1.4251605,0.54673155,0.43245667,0,0,Hot,0,0.27786521,0
Kepler-1242 b,Transit,Kepler,2016,5.73,M-R relationship,2.26,13.627984,0.1039,0.0,86.08,,Kepler-1242,,15.714,687.615,4895.0,0.77,0.74,-0.05,5.62,-0.516,4.6,1.5922934,2.5353982,1.1218576,0.49639718,0.0020290314,0.1039,0.1039,0.1039,0.1039,28.233772,587.20796,663.15912,Superterran,K,0.3047895,1.4906091,0.40790437,0.43719763,0,0,Hot,0,0.28682505,0
Kepler-1245 b,Transit,Kepler,2016,2.67,M-R relationship,1.44,4.354093,0.0484,0.0,85.65,,Kepler-1245,,15.582,805.936,5306.0,0.86,0.83,-0.01,4.57,-0.411,4.55,1.3616779,1.8541667,1.2876157,0.8941776,0.00070626586,0.0484,0.0484,0.0484,0.0484,165.69495,913.95966,1032.1738,Terran,G,0.38815037,1.6821463,0.85746306,0.43823832,0,0,Hot,0,0.28983589,0
Kepler-1248 b,Transit,Kepler,2016,1.76,M-R relationship,1.18,7.4672541,0.0806,0.0,87.99,,Kepler-1248,,12.9,593.026,6149.0,1.21,1.21,0.24,1.51,0.276,4.36,1.2212802,1.4915254,1.2640046,1.0711903,0.00091347372,0.0806,0.0806,0.0806,0.0806,290.62296,1051.7976,1187.8401,Terran,F,1.8879913,3.7099133,4.0890445,0.4083032,0,0,Hot,0,0.29531984,0
Kepler-1249 b,Transit,Kepler,2016,6.26,M-R relationship,2.38,24.334713,0.167,0.0,89.97,,Kepler-1249,,15.391,1904.54,6202.0,1.19,1.28,0.06,2.82,0.428,4.29,1.6218052,2.6302521,1.1051479,0.46434787,0.0029052099,0.167,0.167,0.167,0.167,96.065414,797.5198,900.67329,Superterran,F,2.6791683,4.4194046,4.4540315,0.45059048,0,0,Hot,0,0.24969638,0
Kepler-1252 b,Transit,Kepler,2016,3.43,M-R relationship,1.67,15.054033,0.1078,0.0,86.09,,Kepler-1252,,14.743,648.979,5949.0,1.06,1.09,0.03,3.89,-0.13,4.38,1.4331407,2.0538922,1.2298756,0.73645244,0.0015948999,0.1078,0.1078,0.1078,0.1078,63.791451,719.9301,813.04792,Superterran,G,0.74131024,2.3246831,2.7748429,0.45742342,0,0,Hot,0,0.29212101,0
Kepler-1255 b,Transit,Kepler,2016,5.99,M-R relationship,2.32,36.291934,0.2226,0.0,90.0,,Kepler-1255,,15.308,1617.07,6018.0,1.08,1.12,0.02,3.55,0.307,4.37,1.6068281,2.5818966,1.1128864,0.47969243,0.0039413478,0.2226,0.2226,0.2226,0.2226,40.921324,644.29851,727.63393,Superterran,F,2.0276827,3.8447116,3.1435944,0.45331924,0,0,Hot,0,0.2702955,0
Kepler-1256 b,Transit,Kepler,2016,2.83,M-R relationship,1.49,12.412775,0.1063,0.0,87.43,,Kepler-1256,,13.685,891.192,6129.0,1.17,1.36,0.05,3.72,0.428,4.23,1.3781614,1.8993289,1.2747174,0.855515,0.0014273113,0.1063,0.1063,0.1063,0.1063,237.10105,999.61572,1128.9089,Terran,F,2.6791683,4.4194046,3.9069061,0.46922083,0,0,Hot,0,0.28515872,0
Kepler-1325 b,Transit,Kepler,2016,8.55,M-R relationship,2.86,33.878684,0.2004,0.0,87.23,,Kepler-1325,,15.311,973.368,5550.0,0.93,0.91,0.01,4.79,-0.136,4.5,1.7290201,2.9895105,1.0452834,0.3654837,0.0041993044,0.2004,0.2004,0.2004,0.2004,18.205582,526.20001,,Neptunian,G,0.73113908,2.3086801,1.3384322,0.45335848,0,0,Hot,0,0.28070669,0
Kepler-136 c,Transit,Kepler,2014,4.62,M-R relationship,1.99,16.399235,0.133,0.0,89.82,,Kepler-136,,11.822,420.818,6165.0,1.2,1.35,0.0,2.75,0.467,4.24,1.5236824,2.321608,1.1666372,0.58624985,0.0020850852,0.133,0.133,0.133,0.133,165.69016,913.95306,1032.1664,Superterran,F,2.9308932,4.62236,4.1913927,0.44996013,0,0,Hot,0,0.26319034,0
Kepler-1344 b,Transit,Kepler,2016,4.04,M-R relationship,1.84,4.7683049,0.0568,0.0,89.03,,Kepler-1344,,14.192,853.959,5981.0,1.09,1.13,0.06,3.63,0.146,4.37,1.4817733,2.1956522,1.1932892,0.64852675,0.00087926248,0.0568,0.0568,0.0568,0.0568,433.81377,1162.5872,1312.9596,Superterran,G,1.3995873,3.1942122,2.9590642,0.4564061,0,0,Hot,0,0.26573015,0
Kepler-1349 b,Transit,Kepler,2016,0.271,M-R relationship,0.7,2.1282393,0.0341,0.0,88.92,,Kepler-1349,,11.209,276.323,6086.0,1.16,1.28,0.03,2.88,0.343,4.29,0.62220805,0.38714286,0.55306122,0.79008746,0.00021007614,0.0341,0.0341,0.0341,0.0341,1894.4853,1680.6316,1898.0093,Subterran,F,2.2029265,4.0074099,3.6183225,0.44834216,0,0,Hot,0,0.28270206,0
Kepler-1114 b,Transit,Kepler,2016,2.39,M-R relationship,1.35,14.974357,0.1102,0.0,89.89,,Kepler-1114,,13.935,418.417,5374.0,0.87,0.83,-0.08,4.27,-0.293,4.55,1.3305527,1.7703704,1.3113855,0.97139664,0.0015438072,0.1102,0.1102,0.1102,0.1102,41.94081,648.27446,732.12413,Terran,G,0.50933087,1.9269204,0.96744223,0.43497994,0,0,Hot,0,0.3176512,0
Kepler-112 b,Transit,Kepler,2014,6.17,M-R relationship,2.36,8.408878,0.076,0.0,89.95,,Kepler-112,,13.927,513.206,5544.0,0.78,0.84,-0.522,9.4,-0.086,4.51,1.6169127,2.6144068,1.1077995,0.46940656,0.0015147084,0.076,0.076,0.076,0.076,142.02762,879.41306,993.15887,Superterran,G,0.82035154,2.445478,1.2492716,0.47838514,0,0,Hot,0,0.246322,0
Kepler-1156 b,Transit,Kepler,2016,2.3,M-R relationship,1.32,11.895205,0.0994,0.0,89.86,,Kepler-1156,,14.262,691.331,5778.0,1.0,1.0,0.02,4.47,-0.068,4.44,1.3200092,1.7424242,1.3200184,1.0000139,0.0013124444,0.0994,0.0994,0.0994,0.0994,86.542061,776.97406,877.4701,Terran,G,0.85506671,2.4966851,2.0286959,0.45913749,0,0,Hot,0,0.30219825,0
Kepler-1286 b,Transit,Kepler,2016,5.27,M-R relationship,2.15,11.254029,0.0991,0.0,87.68,,Kepler-1286,,15.278,1354.46,5753.0,1.0,0.98,0.03,4.17,0.128,4.45,1.565619,2.4511628,1.1400757,0.53026778,0.0017250265,0.0991,0.0991,0.0991,0.0991,136.7265,871.08971,983.75894,Superterran,G,1.342765,3.1286989,1.9434081,0.45385192,0,0,Hot,0,0.25688133,0
Kepler-1127 b,Transit,Kepler,2016,4.5,M-R relationship,1.96,5.1233035,0.0556,0.0,88.72,,Kepler-1127,,15.162,842.459,5664.0,0.97,0.95,0.04,4.37,-0.259,4.47,1.5152288,2.2959184,1.1713869,0.59764639,0.00092755634,0.0556,0.0556,0.0556,0.0556,178.1765,930.70557,1051.0857,Superterran,G,0.5508077,2.0038433,1.6510114,0.45278878,0,0,Hot,0,0.26413776,0
Kepler-1128 b,Transit,Kepler,2016,12.9,M-R relationship,3.65,61.617817,0.302,0.0,89.96,,Kepler-1128,,15.934,1083.41,5543.0,0.94,0.91,0.04,4.57,-0.196,4.5,1.8799592,3.5342466,0.96828673,0.26528404,0.0072323507,0.302,0.302,0.302,0.302,6.9821008,414.09143,,Neptunian,G,0.63679552,2.1545857,1.3271556,0.45142626,0,0,Hot,0,0.3342535,0
Kepler-1993 b,Transit,Kepler,2023,16.1,M-R relationship,4.15,26.656574,0.1943,0.0,88.72,,Kepler-1993,,13.451,1031.91,5159.0,1.37,3.06,-0.04,,0.778,3.6,1.9696492,3.8795181,0.93482363,0.22525871,0.0044186861,0.1943,0.1943,0.1943,0.1943,158.87457,904.40574,,Neptunian,K,5.9979108,6.6124708,0.77793525,0.51237899,0,0,Hot,0,0.17864345,0
Kepler-1997 b,Transit,Kepler,2023,5.82,M-R relationship,2.28,26.757587,0.1815,0.0,89.29,,Kepler-1997,,15.454,1502.34,6215.0,1.11,1.05,-0.06,,0.132,4.44,1.5976957,2.5526316,1.1195753,0.49104178,0.0031540014,0.1815,0.1815,0.1815,0.1815,41.138338,645.15103,728.59671,Superterran,F,1.3551894,3.1431403,4.4501859,0.47766724,0,0,Hot,0,0.27212036,0
Kepler-2000 b,Transit,Kepler,2023,7.9,M-R relationship,2.73,6.3831591,0.0562,0.0,89.61,,Kepler-2000,,15.642,320.588,3757.0,0.58,0.58,0.48,13.9,-1.053,4.68,1.7011093,2.8937729,1.0599901,0.38827475,0.0013425215,0.0562,0.0562,0.0562,0.0562,28.023822,586.11327,,Neptunian,M,0.088511561,0.8032741,0.052535783,0.46259752,0,0,Hot,0,0.26445684,0
Kepler-1821 b,Transit,Kepler,2021,7.24,M-R relationship,2.592,16.458099,0.1244,0.0,89.9,,Kepler-1821,,14.795,799.699,5475.0,0.95,0.88,0.14,0.4,-0.124,4.52,1.6712899,2.7932099,1.0776273,0.41575126,0.0024487472,0.1244,0.1244,0.1244,0.1244,48.569009,672.49571,,Neptunian,G,0.75162289,2.3407971,1.1849983,0.30186264,0,0,Hot,0,0.25254937,0
Kepler-1132 b,Transit,Kepler,2016,6.12,M-R relationship,2.35,62.891623,0.2881,0.0,89.36,,Kepler-1132,,15.818,867.931,5298.0,0.87,0.83,-0.01,4.57,-0.378,4.55,1.6137705,2.6042553,1.1081938,0.47157181,0.0055216969,0.2881,0.2881,0.2881,0.2881,5.0456077,381.7931,431.17532,Superterran,K,0.41879357,1.7472851,0.84902421,0.43993038,0,0,Hot,0,0.44764116,0
Kepler-1347 b,Transit,Kepler,2016,1.08,M-R relationship,1.03,14.009475,0.104,0.0,89.5,,Kepler-1347,,13.557,321.0,5193.0,0.82,0.79,-0.11,5.62,-0.388,4.57,1.0239842,1.0485437,1.0180036,0.98835299,0.0011403073,0.104,0.104,0.104,0.104,37.838449,631.80497,713.52444,Terran,K,0.40926066,1.7272841,0.69503908,0.44646304,0,0,Hot,0,0.32922455,0
Kepler-1458 b,Transit,Kepler,2016,8.05,M-R relationship,2.76,47.987276,0.2495,0.0,88.67,,Kepler-1458,,14.434,544.45,5653.0,0.96,0.94,0.02,4.17,-0.24,4.48,1.7078251,2.9166667,1.0567633,0.38288525,0.0050702653,0.2495,0.2495,0.2495,0.2495,9.2439779,444.18556,,Neptunian,G,0.57543994,2.0481595,1.614517,0.44771804,0,0,Hot,0,0.34168865,0
Kepler-146 b,Transit,Kepler,2014,13.3,M-R relationship,3.71,31.158799,0.2,0.0,89.97,,Kepler-146,,13.921,716.797,5948.0,1.1,1.21,-0.026,2.7,0.148,4.31,1.8933847,3.5849057,0.96628185,0.26045333,0.0045916442,0.2,0.2,0.2,0.2,35.151188,620.27562,,Neptunian,G,1.4060475,3.2015756,2.8044943,0.43576234,0,0,Hot,0,0.21786619,0
Kepler-1144 b,Transit,Kepler,2016,4.62,M-R relationship,1.99,17.146473,0.1291,0.0,86.25,,Kepler-1144,,14.943,1140.57,5753.0,0.98,0.96,-0.03,3.98,0.056,4.47,1.5236824,2.321608,1.1666372,0.58624985,0.0021652936,0.1291,0.1291,0.1291,0.1291,68.25705,732.21157,826.91791,Superterran,G,1.1376273,2.8798095,1.9303647,0.4473156,0,0,Hot,0,0.27449752,0
Kepler-1180 b,Transit,Kepler,2016,4.62,M-R relationship,1.99,16.860129,0.1246,0.0,87.77,,Kepler-1180,,15.081,1596.8,6077.0,1.09,1.14,0.0,3.09,0.417,4.36,1.5236824,2.321608,1.1666372,0.58624985,0.0020170119,0.1246,0.1246,0.1246,0.1246,168.25343,917.4675,1036.1354,Superterran,F,2.6121614,4.3637892,3.4896488,0.4443175,0,0,Hot,0,0.26306851,0
Kepler-1351 b,Transit,Kepler,2016,0.208,M-R relationship,0.65,0.91614077,0.0156,0.0,87.78,,Kepler-1351,,14.328,202.782,4439.0,0.7,0.67,-0.03,4.17,-0.983,4.64,0.56568542,0.32,0.49230769,0.75739645,0.00010412738,0.0156,0.0156,0.0156,0.0156,427.31762,1158.2103,1308.0165,Subterran,K,0.10399202,0.87069042,0.18052236,0.40297694,0,0,Hot,0,0.28038958,0
Kepler-1352 b,Transit,Kepler,2016,0.64,M-R relationship,0.89,1.8778827,0.03,0.0,87.58,,Kepler-1352,,13.338,670.829,6118.0,1.11,1.16,0.0,3.16,0.263,4.35,0.8479983,0.71910112,0.80797879,0.90784134,0.0002497615,0.03,0.03,0.03,0.03,2035.9049,1711.1539,1932.4795,Terran,F,1.8323144,3.6548012,3.7670789,0.44869064,0,0,Hot,0,0.29238975,0
Kepler-135 b,Transit,Kepler,2014,3.93,M-R relationship,1.81,6.00253,0.067,0.0,79.39,,Kepler-135,,12.794,621.855,6090.0,1.25,1.27,-0.105,2.62,0.448,4.27,1.4735232,2.1712707,1.1995971,0.66276082,0.00098179518,0.067,0.067,0.067,0.067,624.95737,1273.6858,1438.428,Superterran,F,2.8054336,4.5223458,3.735159,0.45245812,0,0,Hot,0,0.26627266,0
Kepler-1363 b,Transit,Kepler,2016,2.1,M-R relationship,1.25,2.9419409,0.0363,0.0,89.85,,Kepler-1363,,15.454,541.714,4839.0,0.76,0.72,-0.09,4.17,-0.626,4.61,1.2961481,1.68,1.344,1.0752,0.00050951907,0.0363,0.0363,0.0363,0.0363,179.55055,932.49475,1053.1063,Terran,K,0.23659197,1.3132995,0.36887853,0.41417643,0,0,Hot,0,0.29632611,0
Kepler-1374 b,Transit,Kepler,2016,5.86,M-R relationship,2.29,10.652767,0.0918,0.0,89.91,,Kepler-1374,,15.991,1078.46,5323.0,0.85,0.81,-0.13,4.47,-0.368,4.56,1.5996725,2.558952,1.1174463,0.4879678,0.0017476488,0.0918,0.0918,0.0918,0.0918,50.852773,680.26538,768.25285,Superterran,G,0.42854852,1.7675177,0.87944007,0.43492636,0,0,Hot,0,0.26580437,0
Kepler-1441 b,Transit,Kepler,2016,2.27,M-R relationship,1.31,39.441984,0.2346,0.0,89.39,,Kepler-1441,,14.29,1110.48,5802.0,1.0,1.0,0.01,3.89,0.325,4.45,1.3163679,1.7328244,1.3227667,1.0097456,0.0030840533,0.2346,0.2346,0.2346,0.2346,38.401128,634.14081,716.1624,Terran,G,2.113489,3.9252178,2.1140915,0.44862462,0,0,Hot,0,0.32211136,0
